"","GEOID","NAME","pop","blk_tot","wht_tot","hsp_tot","aapi_tot","hhs","renter_hh","owner_hh","med_inc","year","pct_wht","pct_blk","pct_hsp","pct_aapi","rent_pct","tract"
"203",42101029000,"Census Tract 290, Philadelphia County, Pennsylvania",8010,2534,1043,3412,1484,2036,1211,1679,19463,2020,13.0212234706617,31.6354556803995,42.5967540574282,18.5268414481898,59.4793713163065,"029000"
"204",42101029100,"Census Tract 291, Philadelphia County, Pennsylvania",4824,1386,515,1403,1011,2304,853,740,12199,2020,10.6757877280265,28.7313432835821,29.0837479270315,20.9577114427861,37.0225694444444,"029100"
"205",42101030000,"Census Tract 300, Philadelphia County, Pennsylvania",7376,4367,1572,1964,101,2453,837,1241,19502,2020,21.3123644251627,59.2055314533623,26.6268980477223,1.36930585683297,34.1214838972687,"030000"
"206",42101030200,"Census Tract 302, Philadelphia County, Pennsylvania",8835,4681,2164,2636,193,2734,804,2689,25126,2020,24.4934917940011,52.9824561403509,29.8358800226372,2.184493491794,29.407461594733,"030200"
"207",42101030502,"Census Tract 305.02, Philadelphia County, Pennsylvania",7702,3684,1528,1475,416,1801,485,2015,23404,2020,19.8390028564009,47.8317320176577,19.1508699039211,5.40119449493638,26.929483620211,"030502"
"208",42101030800,"Census Tract 308, Philadelphia County, Pennsylvania",5727,1174,2634,1225,858,1965,730,1719,29037,2020,45.9926663174437,20.499388859787,21.3899074559106,14.9816657936092,37.1501272264631,"030800"
"209",42101031102,"Census Tract 311.02, Philadelphia County, Pennsylvania",4709,2135,928,2034,369,1253,366,1273,22129,2020,19.706944149501,45.3387131025695,43.1938840518157,7.8360586111701,29.2098962490024,"031102"
"210",42101031300,"Census Tract 313, Philadelphia County, Pennsylvania",7692,1537,2752,1765,1459,2305,1810,1283,23956,2020,35.7774310972439,19.9817992719709,22.9459178367135,18.9677587103484,78.5249457700651,"031300"
"211",42101031600,"Census Tract 316, Philadelphia County, Pennsylvania",6553,1690,3687,1121,635,2045,1560,1390,30336,2020,56.2643064245384,25.7897146345185,17.1066687013582,9.69021822066229,76.2836185819071,"031600"
"212",42101031800,"Census Tract 318, Philadelphia County, Pennsylvania",4305,1860,1266,1206,237,1650,889,1412,33785,2020,29.4076655052265,43.205574912892,28.01393728223,5.50522648083624,53.8787878787879,"031800"
"213",42101032100,"Census Tract 321, Philadelphia County, Pennsylvania",3686,773,1998,1398,39,1528,868,848,30180,2020,54.2051003798155,20.971242539338,37.927292457949,1.05805751492132,56.8062827225131,"032100"
"214",42101032500,"Census Tract 325, Philadelphia County, Pennsylvania",5943,1246,2974,1187,621,2304,462,1571,25034,2020,50.0420662964833,20.9658421672556,19.9730775702507,10.4492680464412,20.0520833333333,"032500"
"215",42101033000,"Census Tract 330, Philadelphia County, Pennsylvania",9169,1820,4928,2638,569,2931,1538,1877,22493,2020,53.7463191187698,19.8494928563638,28.7708583269713,6.20569309630276,52.4735585124531,"033000"
"216",42101033500,"Census Tract 335, Philadelphia County, Pennsylvania",3801,877,1768,448,738,1379,789,900,25639,2020,46.514075243357,23.0728755590634,11.7863720073665,19.4159431728492,57.2153734590283,"033500"
"217",42101033600,"Census Tract 336, Philadelphia County, Pennsylvania",7028,1489,4184,688,1176,2485,1286,1407,27969,2020,59.5332953898691,21.1866818440524,9.78941377347752,16.7330677290837,51.7505030181087,"033600"
"218",42101035302,"Census Tract 353.02, Philadelphia County, Pennsylvania",4569,433,3367,392,205,1740,621,1313,32049,2020,73.6922740205734,9.47690960822937,8.57955789012913,4.4867585905012,35.6896551724138,"035302"
"219",42101034702,"Census Tract 347.02, Philadelphia County, Pennsylvania",3493,339,2521,351,313,1317,196,1601,42833,2020,72.1729172630976,9.70512453478385,10.0486687661036,8.96077870025766,14.8823082763857,"034702"
"220",42101036203,"Census Tract 362.03, Philadelphia County, Pennsylvania",4827,146,4381,356,122,1818,145,2007,37913,2020,90.7603066086596,3.02465299357779,7.3751812720116,2.52744976175678,7.97579757975798,"036203"
"221",42101017602,"Census Tract 176.02, Philadelphia County, Pennsylvania",4220,612,870,3164,296,1239,693,264,10465,2020,20.6161137440758,14.5023696682464,74.9763033175355,7.01421800947867,55.9322033898305,"017602"
"222",42101017300,"Census Tract 173, Philadelphia County, Pennsylvania",2547,2114,75,286,2,1145,96,558,15912,2020,2.94464075382803,82.9996073812328,11.2288967412642,0.0785237534354142,8.38427947598253,"017300"
"223",42101017702,"Census Tract 177.02, Philadelphia County, Pennsylvania",4705,922,1081,3513,0,1421,571,611,11122,2020,22.9755579171095,19.596174282678,74.6652497343252,0,40.18296973962,"017702"
"224",42101017900,"Census Tract 179, Philadelphia County, Pennsylvania",6111,1216,2294,2827,24,2318,992,1443,25913,2020,37.5388643429881,19.8985436098838,46.2608411062019,0.39273441335297,42.7955133735979,"017900"
"225",42101018400,"Census Tract 184, Philadelphia County, Pennsylvania",2377,1,2335,126,14,858,105,979,32279,2020,98.2330668910391,0.0420698359276399,5.30079932688262,0.588977702986958,12.2377622377622,"018400"
"226",42101038200,"Census Tract 382, Philadelphia County, Pennsylvania",3039,704,1643,754,59,1126,266,697,20940,2020,54.0638367884172,23.1655149720303,24.8107930240211,1.94142810134913,23.6234458259325,"038200"
"227",42101019200,"Census Tract 192, Philadelphia County, Pennsylvania",8652,1693,2147,5969,391,2512,874,1130,14531,2020,24.8150716597319,19.5677300046232,68.9898289412853,4.51918631530282,34.7929936305732,"019200"
"228",42101019700,"Census Tract 197, Philadelphia County, Pennsylvania",6778,1807,1681,4503,330,2153,1416,797,12883,2020,24.8008262024196,26.6597816465034,66.4355267040425,4.86869282974329,65.7686948444032,"019700"
"229",42101019900,"Census Tract 199, Philadelphia County, Pennsylvania",4811,1886,832,3351,0,1601,1178,500,18125,2020,17.29370193307,39.2018291415506,69.6528788193723,0,73.579013116802,"019900"
"230",42101020300,"Census Tract 203, Philadelphia County, Pennsylvania",3207,2815,64,343,12,1094,371,1026,19167,2020,1.99563454942314,87.7767383847833,10.6953539133146,0.374181478016838,33.9122486288848,"020300"
"231",42101020400,"Census Tract 204, Philadelphia County, Pennsylvania",3127,2780,87,295,0,1140,451,425,13186,2020,2.78221937959706,88.9031020147106,9.43396226415094,0,39.5614035087719,"020400"
"232",42101020900,"Census Tract 209, Philadelphia County, Pennsylvania",3058,301,2586,264,42,1345,1320,864,41125,2020,84.5650752125572,9.84303466317855,8.63309352517986,1.3734466971877,98.1412639405204,"020900"
"233",42101021500,"Census Tract 215, Philadelphia County, Pennsylvania",3903,541,3120,94,138,1845,1385,1343,50951,2020,79.9385088393543,13.8611324622086,2.40840379195491,3.53574173712529,75.0677506775068,"021500"
"234",42101021700,"Census Tract 217, Philadelphia County, Pennsylvania",5943,1122,4253,264,97,2551,663,2065,46085,2020,71.5631835773179,18.879353861686,4.442200908632,1.6321723035504,25.9898079184633,"021700"
"235",42101038400,"Census Tract 384, Philadelphia County, Pennsylvania",2393,261,1988,54,45,1017,247,1039,40526,2020,83.0756372753866,10.9068115336398,2.25658169661513,1.88048474717927,24.2871189773845,"038400"
"236",42101038800,"Census Tract 388, Philadelphia County, Pennsylvania",3864,904,2598,108,63,1615,578,1459,56957,2020,67.2360248447205,23.3954451345756,2.79503105590062,1.6304347826087,35.7894736842105,"038800"
"237",42101023600,"Census Tract 236, Philadelphia County, Pennsylvania",2344,787,1367,42,35,1073,427,839,52843,2020,58.3191126279863,33.5750853242321,1.79180887372014,1.49317406143345,39.7949673811743,"023600"
"238",42101024400,"Census Tract 244, Philadelphia County, Pennsylvania",3453,2779,320,161,0,922,380,972,30576,2020,9.26730379380249,80.4807413843035,4.66261222125688,0,41.2147505422993,"024400"
"239",42101024600,"Census Tract 246, Philadelphia County, Pennsylvania",2722,2248,291,97,38,1180,276,513,20889,2020,10.6906686260103,82.5863335782513,3.5635562086701,1.39603232916973,23.3898305084746,"024600"
"240",42101024700,"Census Tract 247, Philadelphia County, Pennsylvania",3798,3296,336,153,16,1482,702,733,21092,2020,8.84676145339652,86.7825171142707,4.02843601895735,0.421274354923644,47.3684210526316,"024700"
"241",42101038900,"Census Tract 389, Philadelphia County, Pennsylvania",3634,3108,230,252,0,1171,321,835,16931,2020,6.32911392405063,85.5255916345625,6.93450742982939,0,27.4124679760888,"038900"
"242",42101001500,"Census Tract 15, Philadelphia County, Pennsylvania",3260,872,1925,185,315,1475,816,1250,56974,2020,59.0490797546012,26.7484662576687,5.67484662576687,9.66257668711656,55.3220338983051,"001500"
"243",42101002300,"Census Tract 23, Philadelphia County, Pennsylvania",2977,48,2162,247,699,1239,845,806,34943,2020,72.6234464225731,1.61236143768895,8.29694323144105,23.4800134363453,68.2001614205004,"002300"
"244",42101002802,"Census Tract 28.02, Philadelphia County, Pennsylvania",5772,510,3718,685,1351,2266,1480,1715,31703,2020,64.4144144144144,8.83575883575884,11.8676368676369,23.4060984060984,65.3133274492498,"002802"
"245",42101003002,"Census Tract 30.02, Philadelphia County, Pennsylvania",2961,1262,1095,273,275,1330,659,929,36652,2020,36.9807497467072,42.6207362377575,9.21985815602837,9.28740290442418,49.5488721804511,"003002"
"246",42101003200,"Census Tract 32, Philadelphia County, Pennsylvania",4100,2731,571,308,387,1541,645,995,20511,2020,13.9268292682927,66.609756097561,7.51219512195122,9.4390243902439,41.8559377027904,"003200"
"247",42101003600,"Census Tract 36, Philadelphia County, Pennsylvania",7109,4142,1537,97,1286,2441,837,1930,16997,2020,21.6204810803207,58.2641721761148,1.36446757631172,18.0897453931636,34.289225727161,"003600"
"248",42101036502,"Census Tract 365.02, Philadelphia County, Pennsylvania",4341,6,3765,465,173,1654,499,2007,49326,2020,86.7311679336558,0.138217000691085,10.7118175535591,3.98525685325962,30.1692865779927,"036502"
"249",42101004101,"Census Tract 41.01, Philadelphia County, Pennsylvania",4952,557,2027,1252,1843,1851,807,1245,25627,2020,40.9329563812601,11.2479806138934,25.2827140549273,37.2172859450727,43.5980551053485,"004101"
"250",42101004001,"Census Tract 40.01, Philadelphia County, Pennsylvania",4037,114,3009,871,303,1823,1531,939,37584,2020,74.5355461976715,2.82387911815705,21.5754272974981,7.50557344562794,83.9824465167307,"004001"
"251",42101035701,"Census Tract 357.01, Philadelphia County, Pennsylvania",4758,200,2636,315,1341,1853,1637,738,25373,2020,55.401429171921,4.20344682639765,6.62042875157629,28.1841109709962,88.3432271991365,"035701"
"252",42101006000,"Census Tract 60, Philadelphia County, Pennsylvania",6370,4600,449,373,474,2148,602,2001,25334,2020,7.04866562009419,72.2135007849294,5.85557299843014,7.44113029827315,28.0260707635009,"006000"
"253",42101006100,"Census Tract 61, Philadelphia County, Pennsylvania",2776,2449,144,10,174,1112,397,881,22500,2020,5.18731988472623,88.2204610951009,0.360230547550432,6.26801152737752,35.7014388489209,"006100"
"254",42101006600,"Census Tract 66, Philadelphia County, Pennsylvania",3370,2805,197,108,275,1185,553,313,13479,2020,5.84569732937686,83.2344213649852,3.20474777448071,8.16023738872404,46.6666666666667,"006600"
"255",42101007000,"Census Tract 70, Philadelphia County, Pennsylvania",3598,3496,29,0,38,1399,728,644,27173,2020,0.806003335186215,97.1650917176209,0,1.05614230127849,52.0371694067191,"007000"
"256",42101007101,"Census Tract 71.01, Philadelphia County, Pennsylvania",2710,2444,156,60,50,788,498,275,14688,2020,5.75645756457565,90.1845018450184,2.2140221402214,1.8450184501845,63.1979695431472,"007101"
"257",42101007700,"Census Tract 77, Philadelphia County, Pennsylvania",1946,325,1021,167,365,626,697,141,13824,2020,52.4665981500514,16.7009249743063,8.58170606372045,18.7564234326824,111.341853035144,"007700"
"258",42101008000,"Census Tract 80, Philadelphia County, Pennsylvania",3900,2755,859,131,69,1461,997,1009,32279,2020,22.025641025641,70.6410256410256,3.35897435897436,1.76923076923077,68.2409308692676,"008000"
"259",42101008301,"Census Tract 83.01, Philadelphia County, Pennsylvania",4751,4253,98,332,0,1520,473,1085,19910,2020,2.06272363712903,89.5179962113239,6.98800252578405,0,31.1184210526316,"008301"
"260",42101017601,"Census Tract 176.01, Philadelphia County, Pennsylvania",4584,345,1695,4167,0,1734,566,579,12552,2020,36.9764397905759,7.5261780104712,90.9031413612565,0,32.641291810842,"017601"
"261",42101008500,"Census Tract 85, Philadelphia County, Pennsylvania",6272,5155,690,219,116,2741,1659,1323,20741,2020,11.0012755102041,82.1906887755102,3.49170918367347,1.84948979591837,60.525355709595,"008500"
"262",42101009200,"Census Tract 92, Philadelphia County, Pennsylvania",3640,2458,542,144,321,1383,917,673,22500,2020,14.8901098901099,67.5274725274725,3.95604395604396,8.81868131868132,66.3051337671728,"009200"
"263",42101009801,"Census Tract 98.01, Philadelphia County, Pennsylvania",2372,2125,220,56,27,961,338,760,33735,2020,9.27487352445194,89.5868465430017,2.36087689713322,1.13827993254637,35.1716961498439,"009801"
"264",42101010000,"Census Tract 100, Philadelphia County, Pennsylvania",4972,4538,296,43,67,1598,658,1459,24286,2020,5.95333869670153,91.2711182622687,0.86484312148029,1.34754625905068,41.1764705882353,"010000"
"265",42101014300,"Census Tract 143, Philadelphia County, Pennsylvania",2021,100,1694,113,117,890,756,735,52338,2020,83.8198911429985,4.9480455220188,5.59129143988125,5.789213260762,84.9438202247191,"014300"
"266",42101015102,"Census Tract 151.02, Philadelphia County, Pennsylvania",4884,4711,23,145,35,1645,766,567,16484,2020,0.470925470925471,96.4578214578215,2.96887796887797,0.716625716625717,46.565349544073,"015102"
"267",42101015300,"Census Tract 153, Philadelphia County, Pennsylvania",3913,1607,1795,196,381,1031,1002,383,8573,2020,45.8727319192435,41.0682340914899,5.00894454382826,9.73677485305392,97.1871968962173,"015300"
"268",42101016100,"Census Tract 161, Philadelphia County, Pennsylvania",6255,299,3800,1468,964,2465,1412,2042,37564,2020,60.7513988808953,4.78017585931255,23.4692246203038,15.4116706634692,57.2819472616633,"016100"
"269",42101016902,"Census Tract 169.02, Philadelphia County, Pennsylvania",2847,2742,32,48,0,1729,491,494,18026,2020,1.12399016508606,96.3119072708114,1.68598524762908,0,28.3979178716021,"016902"
"270",42101016901,"Census Tract 169.01, Philadelphia County, Pennsylvania",3540,3457,56,47,27,1084,484,948,16835,2020,1.5819209039548,97.6553672316384,1.32768361581921,0.76271186440678,44.6494464944649,"016901"
"271",42101017100,"Census Tract 171, Philadelphia County, Pennsylvania",3240,3014,41,191,10,1546,451,794,20125,2020,1.26543209876543,93.0246913580247,5.89506172839506,0.308641975308642,29.1720569210867,"017100"
"272",42101002200,"Census Tract 22, Philadelphia County, Pennsylvania",2669,1409,1102,50,117,1115,802,879,36172,2020,41.2888722367928,52.7913076058449,1.87336080929187,4.38366429374297,71.9282511210762,"002200"
"273",42101001001,"Census Tract 10.01, Philadelphia County, Pennsylvania",2816,8,2658,65,77,1619,653,790,70481,2020,94.3892045454545,0.284090909090909,2.30823863636364,2.734375,40.3335392217418,"001001"
"274",42101980200,"Census Tract 9802, Philadelphia County, Pennsylvania",396,66,326,32,1,10,0,20,14778,2020,82.3232323232323,16.6666666666667,8.08080808080808,0.252525252525253,0,"980200"
"275",42101037300,"Census Tract 373, Philadelphia County, Pennsylvania",5632,539,4759,651,265,2638,1099,1701,46615,2020,84.4992897727273,9.5703125,11.5589488636364,4.70525568181818,41.6603487490523,"037300"
"276",42101010300,"Census Tract 103, Philadelphia County, Pennsylvania",2698,2642,32,31,0,913,615,482,24302,2020,1.18606375092661,97.9243884358784,1.14899925871016,0,67.3603504928806,"010300"
"277",42101034200,"Census Tract 342, Philadelphia County, Pennsylvania",3648,690,2761,296,111,1684,567,876,37624,2020,75.6853070175439,18.9144736842105,8.1140350877193,3.04276315789474,33.6698337292162,"034200"
"278",42101022000,"Census Tract 220, Philadelphia County, Pennsylvania",1474,178,1181,54,73,711,41,586,52219,2020,80.1221166892809,12.0759837177748,3.66350067842605,4.95251017639077,5.76652601969058,"022000"
"279",42101036000,"Census Tract 360, Philadelphia County, Pennsylvania",3512,411,2135,145,757,1209,281,1189,21428,2020,60.7915717539863,11.7027334851936,4.12870159453303,21.5546697038724,23.2423490488007,"036000"
"280",42101034501,"Census Tract 345.01, Philadelphia County, Pennsylvania",4852,1036,2895,588,560,2347,1537,513,29287,2020,59.6661170651278,21.3520197856554,12.118713932399,11.5416323165705,65.4878568385173,"034501"
"281",42101009500,"Census Tract 95, Philadelphia County, Pennsylvania",2996,2921,68,0,0,1462,574,495,NA,2020,2.26969292389853,97.4966622162884,0,0,39.2612859097127,"009500"
"282",42101014100,"Census Tract 141, Philadelphia County, Pennsylvania",2674,1832,496,109,257,1180,632,347,15577,2020,18.548990276739,68.511593118923,4.07629020194465,9.61106955871354,53.5593220338983,"014100"
"283",42101015600,"Census Tract 156, Philadelphia County, Pennsylvania",1561,459,531,964,16,464,244,318,16818,2020,34.0166559897502,29.4042280589366,61.7552850736707,1.02498398462524,52.5862068965517,"015600"
"284",42101024000,"Census Tract 240, Philadelphia County, Pennsylvania",3667,1901,1350,229,113,1801,1059,813,43276,2020,36.8148350149986,51.8407417507499,6.24488682847014,3.08153804199618,58.8006662965019,"024000"
"285",42101029300,"Census Tract 293, Philadelphia County, Pennsylvania",3048,602,1303,1419,0,1124,496,299,21538,2020,42.749343832021,19.750656167979,46.5551181102362,0,44.1281138790036,"029300"
"286",42101038000,"Census Tract 380, Philadelphia County, Pennsylvania",2649,216,1828,965,43,754,287,570,20861,2020,69.0071725179313,8.15402038505096,36.4288410721027,1.62325405813515,38.0636604774536,"038000"
"287",42101038600,"Census Tract 386, Philadelphia County, Pennsylvania",1410,220,1125,38,51,581,102,585,73438,2020,79.7872340425532,15.6028368794326,2.69503546099291,3.61702127659574,17.5559380378657,"038600"
"288",42101014201,"Census Tract 142.01, Philadelphia County, Pennsylvania",3735,356,3035,503,133,1600,1522,1234,67095,2020,81.2583668005355,9.53145917001339,13.4672021419009,3.56091030789826,95.125,"014201"
"289",42101980901,"Census Tract 9809.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,2020,NA,NA,NA,NA,NA,"980901"
"290",42101000805,"Census Tract 8.05, Philadelphia County, Pennsylvania",2642,43,2056,119,357,1890,1683,381,64375,2020,77.8198334595004,1.62755488266465,4.50416351249054,13.5124905374716,89.047619047619,"000805"
"291",42101001302,"Census Tract 13.02, Philadelphia County, Pennsylvania",5213,1059,3746,233,232,2039,1562,1327,52242,2020,71.858814502206,20.3145981200844,4.46959524266257,4.45041243046231,76.6061794997548,"001302"
"292",42101980003,"Census Tract 9800.03, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,2020,NA,NA,NA,NA,NA,"980003"
"293",42101980701,"Census Tract 9807.01, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,2020,NA,NA,NA,NA,NA,"980701"
"294",42101016002,"Census Tract 160.02, Philadelphia County, Pennsylvania",4547,105,4107,496,169,2024,1010,1732,38918,2020,90.3232900813723,2.30921486694524,10.9082911809985,3.71673630965472,49.901185770751,"016002"
"295",42101004104,"Census Tract 41.04, Philadelphia County, Pennsylvania",4212,0,1518,895,2143,1267,627,880,23503,2020,36.039886039886,0,21.2488129154796,50.8784425451092,49.4869771112865,"004104"
"296",42101004103,"Census Tract 41.03, Philadelphia County, Pennsylvania",5244,94,705,2259,1951,1302,1235,976,14846,2020,13.4439359267735,1.79252479023646,43.0778032036613,37.2044241037376,94.8540706605223,"004103"
"297",42101989200,"Census Tract 9892, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,2020,NA,NA,NA,NA,NA,"989200"
"298",42101036902,"Census Tract 369.02, Philadelphia County, Pennsylvania",6034,895,3581,390,1283,786,816,0,4175,2020,59.3470334769639,14.832615180643,6.46337421279417,21.2628438846536,103.81679389313,"036902"
"299",42101018802,"Census Tract 188.02, Philadelphia County, Pennsylvania",4884,1551,1184,3541,0,1229,1274,243,13832,2020,24.2424242424242,31.7567567567568,72.5020475020475,0,103.661513425549,"018802"
"300",42101039100,"Census Tract 391, Philadelphia County, Pennsylvania",3580,3403,105,88,25,1070,874,211,15251,2020,2.93296089385475,95.0558659217877,2.45810055865922,0.698324022346369,81.6822429906542,"039100"
"301",42101980500,"Census Tract 9805, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,NA,2020,NA,NA,NA,NA,NA,"980500"
"302",42101021900,"Census Tract 219, Philadelphia County, Pennsylvania",1445,61,1361,41,9,616,83,739,40000,2020,94.1868512110727,4.22145328719723,2.83737024221453,0.622837370242215,13.474025974026,"021900"
"303",42101016200,"Census Tract 162, Philadelphia County, Pennsylvania",2315,344,556,1760,207,744,350,397,21136,2020,24.0172786177106,14.8596112311015,76.0259179265659,8.94168466522678,47.0430107526882,"016200"
"304",42101001102,"Census Tract 11.02, Philadelphia County, Pennsylvania",2532,132,2102,45,211,1467,899,894,69875,2020,83.0173775671406,5.21327014218009,1.77725118483412,8.33333333333333,61.2815269256987,"001102"
